stem,bucket,priority,size,worst_verdict,layer,findings,summary,status,resolution
Chelmsford2024,ungrounded-figures-1,1167.3,27015,FAIL,1,2,figures_grounded: 127/129 figures located in data/markdown/Chelmsford2024.md,open,
Westport2023,ungrounded-figures-1,1163.4,13840,FAIL,1,8,figures_grounded: 179/184 figures located in data/markdown/Westport2023.md,open,
Marlborough2023,ungrounded-names-2,1158.7,25479,FAIL,1,2,names_grounded: 23/24 names located in data/markdown/Marlborough2023.md,open,
Cummington2024,ungrounded-names-2,1154.3,709,FAIL,1,3,names_grounded: 25/26 names located in data/raw_ocr/Cummington2024.txt,open,
Windsor2026,ungrounded-names-2,1153.3,736,FAIL,1,2,names_grounded: 10/11 names located in data/raw_ocr/Windsor2026.txt,open,
FallRiver2021,ungrounded-figures-1,1152.8,52241,FAIL,1,2,figures_grounded: 2/30 figures located in data/markdown/FallRiver2021.md,open,
Somerville2025,ungrounded-figures-1,1151.2,51622,FAIL,1,2,figures_grounded: 49/61 figures located in data/markdown/Somerville2025.md,open,
Oakham2021,ungrounded-figures-1,1148.3,1439,FAIL,1,7,figures_grounded: 73/74 figures located in data/raw_ocr/Oakham2021.txt,open,
Windsor2024,ungrounded-names-2,1145.7,712,FAIL,1,2,names_grounded: 21/22 names located in data/raw_ocr/Windsor2024.txt,open,
Plymouth2023,ungrounded-figures-1,1145.1,49329,FAIL,1,2,figures_grounded: 95/112 figures located in data/markdown/Plymouth2023.md,open,
Plymouth2022,ungrounded-figures-1,1144.2,48974,FAIL,1,2,figures_grounded: 679/689 figures located in data/markdown/Plymouth2022.md,open,
Ayer2024,impossible-arithmetic-1,1139.4,6407,FAIL,2,3,marks_exceed_ballots: Commissioner of Trust Funds: 513 marks > 482 ballots x 1 seats = 482,open,
Montgomery2021,ungrounded-names-2,1137.4,632,FAIL,1,3,names_grounded: 15/21 names located in data/raw_ocr/Montgomery2021.txt,open,
Milton2023,ungrounded-figures-1,1129.2,20854,FAIL,1,2,figures_grounded: 72/233 figures located in data/raw_ocr/Milton2023.txt,open,
Hingham2025,ungrounded-figures-1,1123.6,20070,FAIL,1,2,figures_grounded: 25/33 figures located in data/markdown/Hingham2025.md,open,
Wakefield2024,ungrounded-figures-1,1123.5,20051,FAIL,1,2,figures_grounded: 37/38 figures located in data/raw_ocr/Wakefield2024.txt,open,
Methuen2025,ungrounded-figures-1,1121.0,41204,FAIL,1,2,figures_grounded: 18/52 figures located in data/markdown/Methuen2025.md,open,
Wakefield2022,ungrounded-figures-1,1120.1,19592,FAIL,1,2,figures_grounded: 27/44 figures located in data/raw_ocr/Wakefield2022.txt,open,
Leyden2023,ungrounded-names-2,1119.4,584,FAIL,1,3,names_grounded: 10/11 names located in data/markdown/Leyden2023.md,open,
Wellesley2025,ungrounded-figures-1,1119.0,19456,FAIL,1,2,figures_grounded: 123/147 figures located in data/markdown/Wellesley2025.md,open,
Hingham2023,ungrounded-names-2,1118.0,19324,FAIL,1,2,names_grounded: 11/12 names located in data/markdown/Hingham2023.md,open,
Weymouth2021,ungrounded-figures-1,1116.5,39870,FAIL,1,2,figures_grounded: 4/10 figures located in data/markdown/Weymouth2021.md,open,
Wareham2024,ungrounded-figures-1,1115.9,19044,FAIL,1,2,figures_grounded: 9/37 figures located in data/markdown/Wareham2024.md,open,
Leyden2026,ungrounded-names-2,1111.5,612,FAIL,1,2,names_grounded: 13/20 names located in data/raw_ocr/Leyden2026.txt,open,
Scituate2024,ungrounded-figures-1,1110.3,16428,FAIL,1,3,figures_grounded: 30/31 figures located in data/raw_ocr/Scituate2024.txt,open,
Barnstable2025,ungrounded-figures-1,1108.9,37664,FAIL,1,2,figures_grounded: 26/34 figures located in data/markdown/Barnstable2025.md,open,
Barnstable2023,ungrounded-figures-1,1103.9,36287,FAIL,1,2,figures_grounded: 38/44 figures located in data/markdown/Barnstable2023.md,open,
Amesbury2021,ungrounded-figures-1,1095.8,13417,FAIL,1,3,figures_grounded: 33/53 figures located in data/markdown/Amesbury2021.md,open,
Alford2021,ungrounded-names-2,1093.4,381,FAIL,1,4,names_grounded: 3/7 names located in data/raw_ocr/Alford2021.txt,open,
Auburn2024,ungrounded-figures-1,1092.5,13126,FAIL,1,3,figures_grounded: 9/14 figures located in data/raw_ocr/Auburn2024.txt,open,
Dartmouth2021,ungrounded-figures-1,1091.1,22670,FAIL,1,6,figures_grounded: 12/38 figures located in data/markdown/Dartmouth2021.md,open,
Leominster2025,ungrounded-figures-1,1090.0,32723,FAIL,1,2,figures_grounded: 38/51 figures located in data/markdown/Leominster2025.md,open,
Salem2021,ungrounded-names-2,1087.8,32183,FAIL,1,2,names_grounded: 37/39 names located in data/raw_ocr/Salem2021.txt,open,
Brookline2021,ungrounded-names-2,1082.0,40321,FAIL,1,1,names_grounded: 122/123 names located in data/markdown/Brookline2021.md,open,
Billerica2023,ungrounded-names-2,1081.6,30729,FAIL,1,2,names_grounded: 55/56 names located in data/raw_ocr/Billerica2023.txt,open,
Revere2023,ungrounded-figures-1,1081.5,30708,FAIL,1,2,figures_grounded: 23/51 figures located in data/raw_ocr/Revere2023.txt,open,
Beverly2023,ungrounded-figures-1,1079.6,30281,FAIL,1,2,figures_grounded: 33/52 figures located in data/markdown/Beverly2023.md,open,
Revere2021,ungrounded-figures-1,1075.4,29348,FAIL,1,2,figures_grounded: 22/39 figures located in data/markdown/Revere2021.md,open,
Leominster2021,ungrounded-figures-1,1075.1,29271,FAIL,1,2,figures_grounded: 5/12 figures located in data/markdown/Leominster2021.md,open,
Woburn2023,ungrounded-figures-1,1073.1,28840,FAIL,1,2,figures_grounded: 37/40 figures located in data/markdown/Woburn2023.md,open,
Arlington2022,ungrounded-figures-1,1070.2,32180,FAIL,1,2,figures_grounded: 230/250 figures located in data/raw_ocr/Arlington2022.txt,open,
Fitchburg2023,ungrounded-figures-1,1069.0,27982,FAIL,1,2,figures_grounded: 46/47 figures located in data/markdown/Fitchburg2023.md,open,
Amesbury2023,ungrounded-figures-1,1068.7,13805,FAIL,1,2,figures_grounded: 29/52 figures located in data/markdown/Amesbury2023.md,open,
Woburn2021,ungrounded-figures-1,1066.2,27400,FAIL,1,2,figures_grounded: 39/40 figures located in data/markdown/Woburn2021.md,open,
Aquinnah2026,ungrounded-names-2,1063.5,454,FAIL,1,3,names_grounded: 6/7 names located in data/raw_ocr/Aquinnah2026.txt,open,
Fairhaven2021,ungrounded-figures-1,1062.6,11923,FAIL,1,10,figures_grounded: 26/42 figures located in data/markdown/Fairhaven2021.md,open,
Longmeadow2026,ungrounded-figures-1,1061.2,13117,FAIL,1,2,figures_grounded: 0/11 figures located in data/raw_ocr/Longmeadow2026.txt,open,
Tewksbury2025,ungrounded-names-2,1058.2,25806,FAIL,1,3,names_grounded: 15/16 names located in data/markdown/Tewksbury2025.md,open,
Deerfield2022,impossible-arithmetic-1,1055.7,3943,FAIL,2,3,marks_exceed_ballots: DEERFIELD SCHOOL COMMITTEE: 1917 marks > 958 ballots x 2 seats = 1916,open,
Arlington2021,ungrounded-figures-1,1053.2,32317,FAIL,1,1,figures_grounded: 138/150 figures located in data/raw_ocr/Arlington2021.txt,open,
Arlington2023,ungrounded-figures-1,1050.1,31554,FAIL,1,1,figures_grounded: 141/155 figures located in data/raw_ocr/Arlington2023.txt,open,
Dracut2024,ungrounded-figures-1,1049.9,24274,FAIL,1,2,figures_grounded: 2/14 figures located in data/markdown/Dracut2024.md,open,
Everett2025,ungrounded-figures-1,1048.4,24002,FAIL,1,2,figures_grounded: 47/66 figures located in data/markdown/Everett2025.md,open,
Swampscott2022,ungrounded-names-2,1046.4,11857,FAIL,1,2,names_grounded: 309/310 names located in data/markdown/Swampscott2022.md,open,
Reading2021,ungrounded-figures-1,1043.9,20509,FAIL,1,4,figures_grounded: 177/201 figures located in data/markdown/Reading2021.md,open,
Gloucester2023,ungrounded-figures-1,1043.7,23169,FAIL,1,2,figures_grounded: 7/32 figures located in data/markdown/Gloucester2023.md,open,
Washington2025,ungrounded-names-2,1043.7,431,FAIL,1,3,names_grounded: 8/48 names located in data/raw_ocr/Washington2025.txt,open,
Alford2025,ungrounded-names-2,1041.6,410,FAIL,1,3,names_grounded: 8/9 names located in data/raw_ocr/Alford2025.txt,open,
Lexington2023,ungrounded-figures-1,1040.6,22641,FAIL,1,2,figures_grounded: 141/142 figures located in data/markdown/Lexington2023.md,open,
Everett2023,ungrounded-figures-1,1040.1,22549,FAIL,1,2,figures_grounded: 50/66 figures located in data/markdown/Everett2023.md,open,
Marshfield2025,ungrounded-figures-1,1036.3,21917,FAIL,1,2,figures_grounded: 0/13 figures located in data/markdown/Marshfield2025.md,open,
NorthAndover2022,ungrounded-figures-1,1035.9,21861,FAIL,1,2,figures_grounded: 1/4 figures located in data/markdown/NorthAndover2022.md,open,
Yarmouth2023,ungrounded-figures-1,1035.4,21770,FAIL,1,2,figures_grounded: 4/6 figures located in data/markdown/Yarmouth2023.md,open,
Washington2026,ungrounded-names-2,1035.1,431,FAIL,1,2,names_grounded: 0/22 names located in data/raw_ocr/Washington2026.txt,open,
Braintree2023,ungrounded-figures-1,1034.0,27874,FAIL,1,1,figures_grounded: 20/47 figures located in data/markdown/Braintree2023.md,open,
Saugus2023,ungrounded-figures-1,1033.7,21496,FAIL,1,2,figures_grounded: 85/124 figures located in data/markdown/Saugus2023.md,open,
Chilmark2021,ungrounded-figures-1,1033.5,1067,FAIL,1,2,figures_grounded: 54/55 figures located in data/raw_ocr/Chilmark2021.txt,open,
Shutesbury2026,impossible-arithmetic-1,1032.6,1562,FAIL,2,5,marks_exceed_ballots: Board of Library Trustees: 1089 marks > 544 ballots x 2 seats = 1088,open,
Yarmouth2022,ungrounded-figures-1,1032.3,21281,FAIL,1,2,figures_grounded: 6/8 figures located in data/markdown/Yarmouth2022.md,open,
Leicester2024,ungrounded-figures-1,1031.7,8768,FAIL,1,3,figures_grounded: 22/24 figures located in data/markdown/Leicester2024.md,open,
Stoughton2021,ungrounded-figures-1,1029.9,20899,FAIL,1,2,figures_grounded: 17/18 figures located in data/markdown/Stoughton2021.md,open,
Melrose2025,ungrounded-figures-1,1029.8,20883,FAIL,1,2,figures_grounded: 16/29 figures located in data/markdown/Melrose2025.md,open,
Northampton2025,ungrounded-figures-1,1029.0,23553,FAIL,1,2,figures_grounded: 59/83 figures located in data/markdown/Northampton2025.md,open,
Saugus2021,ungrounded-figures-1,1026.7,20407,FAIL,1,2,figures_grounded: 82/104 figures located in data/raw_ocr/Saugus2021.txt,open,
Washington2022,ungrounded-names-2,1026.6,414,FAIL,1,2,names_grounded: 2/19 names located in data/raw_ocr/Washington2022.txt,open,
Reading2023,ungrounded-figures-1,1026.2,20326,FAIL,1,2,figures_grounded: 233/256 figures located in data/markdown/Reading2023.md,open,
Natick2025,ungrounded-figures-1,1025.7,26136,FAIL,1,1,figures_grounded: 89/111 figures located in data/markdown/Natick2025.md,open,
Millbury2022,ungrounded-figures-1,1025.4,10270,FAIL,1,2,figures_grounded: 9/36 figures located in data/raw_ocr/Millbury2022.txt,open,
Reading2022,ungrounded-figures-1,1025.3,20192,FAIL,1,2,figures_grounded: 409/434 figures located in data/markdown/Reading2022.md,open,
WestSpringfield2023,ungrounded-figures-1,1024.9,20132,FAIL,1,2,figures_grounded: 0/13 figures located in data/markdown/WestSpringfield2023.md,open,
Chelmsford2021,ungrounded-figures-1,1024.3,25862,FAIL,1,1,figures_grounded: 129/130 figures located in data/markdown/Chelmsford2021.md,open,
Northampton2021,ungrounded-figures-1,1019.7,21944,FAIL,1,2,figures_grounded: 52/78 figures located in data/markdown/Northampton2021.md,open,
Natick2024,ungrounded-figures-1,1019.4,24910,FAIL,1,1,figures_grounded: 49/86 figures located in data/markdown/Natick2024.md,open,
Natick2021,ungrounded-figures-1,1016.4,24333,FAIL,1,1,figures_grounded: 82/97 figures located in data/markdown/Natick2021.md,open,
Natick2022,ungrounded-figures-1,1016.1,24274,FAIL,1,1,figures_grounded: 172/203 figures located in data/markdown/Natick2022.md,open,
Natick2023,ungrounded-figures-1,1015.9,24244,FAIL,1,1,figures_grounded: 91/115 figures located in data/markdown/Natick2023.md,open,
WestSpringfield2021,ungrounded-figures-1,1015.5,18766,FAIL,1,2,figures_grounded: 0/15 figures located in data/markdown/WestSpringfield2021.md,open,
Milford2022,ungrounded-figures-1,1012.4,18340,FAIL,1,2,figures_grounded: 61/69 figures located in data/markdown/Milford2022.md,open,
Norwood2026,ungrounded-figures-1,1011.6,23446,FAIL,1,1,figures_grounded: 148/149 figures located in data/raw_ocr/Norwood2026.txt,open,
WestBrookfield2022,undated-1,1010.0,0,FAIL,0,2,carries_the_year: '2022' does not appear in data/raw_ocr/WestBrookfield2022.txt,open,
Easton2025,ungrounded-figures-1,1009.5,17947,FAIL,1,2,figures_grounded: 15/20 figures located in data/markdown/Easton2025.md,open,
Chelsea2023,ungrounded-figures-1,1007.2,17641,FAIL,1,2,figures_grounded: 48/51 figures located in data/markdown/Chelsea2023.md,open,
Leicester2025,ungrounded-figures-1,1006.2,9008,FAIL,1,2,figures_grounded: 7/27 figures located in data/raw_ocr/Leicester2025.txt,open,
Tyringham2026,ungrounded-names-2,1004.9,373,FAIL,1,2,names_grounded: 0/15 names located in data/raw_ocr/Tyringham2026.txt,open,
Leyden2022,ungrounded-names-2,1002.5,591,FAIL,1,4,names_grounded: 33/38 names located in data/raw_ocr/Leyden2022.txt,open,
NorthAndover2021,ungrounded-figures-1,1001.5,21691,FAIL,1,1,figures_grounded: 1/14 figures located in data/markdown/NorthAndover2021.md,open,
Burlington2024,ungrounded-figures-1,1000.4,18955,FAIL,1,2,figures_grounded: 81/111 figures located in data/markdown/Burlington2024.md,open,
Burlington2021,ungrounded-figures-1,999.4,18809,FAIL,1,2,figures_grounded: 101/121 figures located in data/markdown/Burlington2021.md,open,
Hancock2025,ungrounded-figures-1,997.4,603,FAIL,1,3,figures_grounded: 39/40 figures located in data/markdown/Hancock2025.md,open,
Dedham2025,ungrounded-figures-1,997.3,20999,FAIL,1,1,figures_grounded: 151/176 figures located in data/markdown/Dedham2025.md,open,
Milford2024,ungrounded-figures-1,994.9,18184,FAIL,1,2,figures_grounded: 117/119 figures located in data/markdown/Milford2024.md,open,
Walpole2025,ungrounded-figures-1,987.2,19426,FAIL,1,1,figures_grounded: 93/94 figures located in data/markdown/Walpole2025.md,open,
Westford2025,ungrounded-figures-1,987.0,19397,FAIL,1,1,figures_grounded: 12/28 figures located in data/markdown/Westford2025.md,open,
Westford2026,ungrounded-figures-1,987.0,19397,FAIL,1,1,figures_grounded: 18/31 figures located in data/raw_ocr/Westford2026.txt,open,
Wellesley2022,ungrounded-figures-1,986.8,19376,FAIL,1,1,figures_grounded: 17/42 figures located in data/markdown/Wellesley2022.md,open,
Wellesley2024,ungrounded-figures-1,986.6,19341,FAIL,1,1,figures_grounded: 161/162 figures located in data/markdown/Wellesley2024.md,open,
Belmont2026,ungrounded-figures-1,984.0,18952,FAIL,1,1,figures_grounded: 160/162 figures located in data/raw_ocr/Belmont2026.txt,open,
Dunstable2024,impossible-arithmetic-1,983.7,2585,FAIL,2,3,marks_exceed_ballots: WATER COMMISSIONERS - 3 Years: 641 marks > 584 ballots x 1 seats = 584,open,
Gardner2025,ungrounded-figures-1,983.3,14759,FAIL,1,2,figures_grounded: 108/122 figures located in data/markdown/Gardner2025.md,open,
Somerset2026,ungrounded-figures-1,983.1,14730,FAIL,1,2,figures_grounded: 10/20 figures located in data/markdown/Somerset2026.md,open,
Wellesley2023,ungrounded-figures-1,982.6,18744,FAIL,1,1,figures_grounded: 120/156 figures located in data/markdown/Wellesley2023.md,open,
Burlington2023,ungrounded-figures-1,981.0,18521,FAIL,1,1,figures_grounded: 89/111 figures located in data/markdown/Burlington2023.md,open,
Concord2025,ungrounded-figures-1,979.2,14312,FAIL,1,2,figures_grounded: 6/15 figures located in data/markdown/Concord2025.md,open,
Rowe2025,ungrounded-names-2,978.3,327,FAIL,1,2,names_grounded: 17/28 names located in data/markdown/Rowe2025.md,open,
Gardner2023,ungrounded-figures-1,977.9,14175,FAIL,1,2,figures_grounded: 51/69 figures located in data/markdown/Gardner2023.md,open,
Milford2021,ungrounded-figures-1,977.4,18011,FAIL,1,1,figures_grounded: 144/146 figures located in data/markdown/Milford2021.md,open,
Rowe2023,ungrounded-names-2,977.0,325,FAIL,1,2,names_grounded: 40/43 names located in data/raw_ocr/Rowe2023.txt,open,
Rowe2024,ungrounded-names-2,976.4,324,FAIL,1,2,names_grounded: 35/49 names located in data/raw_ocr/Rowe2024.txt,open,
Somerset2023,ungrounded-figures-1,976.2,13991,FAIL,1,2,figures_grounded: 5/9 figures located in data/markdown/Somerset2023.md,open,
Winthrop2023,ungrounded-figures-1,975.1,13879,FAIL,1,2,figures_grounded: 4/9 figures located in data/markdown/Winthrop2023.md,open,
EastLongmeadow2025,ungrounded-figures-1,974.3,13796,FAIL,1,2,figures_grounded: 11/13 figures located in data/markdown/EastLongmeadow2025.md,open,
Swansea2026,ungrounded-figures-1,974.0,13763,FAIL,1,2,figures_grounded: 1/12 figures located in data/markdown/Swansea2026.md,open,
Scituate2021,ungrounded-figures-1,973.8,15491,FAIL,1,2,figures_grounded: 28/29 figures located in data/raw_ocr/Scituate2021.txt,open,
Sudbury2022,ungrounded-figures-1,973.4,13702,FAIL,1,2,figures_grounded: 3/20 figures located in data/markdown/Sudbury2022.md,open,
Auburn2026,ungrounded-names-2,972.4,13603,FAIL,1,3,names_grounded: 112/113 names located in data/raw_ocr/Auburn2026.txt,open,
Easton2023,ungrounded-figures-1,972.4,17330,FAIL,1,1,figures_grounded: 19/22 figures located in data/raw_ocr/Easton2023.txt,open,
EastLongmeadow2024,ungrounded-figures-1,971.5,13507,FAIL,1,2,figures_grounded: 6/8 figures located in data/markdown/EastLongmeadow2024.md,open,
Rowe2021,ungrounded-names-2,971.5,316,FAIL,1,2,names_grounded: 39/46 names located in data/raw_ocr/Rowe2021.txt,open,
Easton2021,ungrounded-figures-1,970.6,17096,FAIL,1,1,figures_grounded: 23/26 figures located in data/raw_ocr/Easton2021.txt,open,
Winchester2026,ungrounded-names-2,969.8,16991,FAIL,1,1,names_grounded: 92/93 names located in data/raw_ocr/Winchester2026.txt,open,
Webster2024,ungrounded-figures-1,969.7,13330,FAIL,1,2,figures_grounded: 22/23 figures located in data/markdown/Webster2024.md,open,
Mashpee2025,ungrounded-figures-1,969.2,13276,FAIL,1,2,figures_grounded: 3/14 figures located in data/markdown/Mashpee2025.md,open,
Bellingham2024,ungrounded-figures-1,967.7,13133,FAIL,1,2,figures_grounded: 15/26 figures located in data/markdown/Bellingham2024.md,open,
Swansea2024,ungrounded-figures-1,966.6,13027,FAIL,1,3,figures_grounded: 41/51 figures located in data/markdown/Swansea2024.md,open,
Millis2022,ungrounded-names-2,966.3,6853,FAIL,1,2,names_grounded: 8/10 names located in data/markdown/Millis2022.md,open,
Mashpee2024,ungrounded-figures-1,966.2,12986,FAIL,1,2,figures_grounded: 2/17 figures located in data/markdown/Mashpee2024.md,open,
Rockland2024,ungrounded-figures-1,965.8,12946,FAIL,1,3,figures_grounded: 40/41 figures located in data/markdown/Rockland2024.md,open,
EastLongmeadow2022,ungrounded-figures-1,964.2,12791,FAIL,1,2,figures_grounded: 11/16 figures located in data/markdown/EastLongmeadow2022.md,open,
Winchester2021,ungrounded-names-2,963.0,16116,FAIL,1,1,names_grounded: 93/94 names located in data/markdown/Winchester2021.md,open,
Seekonk2026,ungrounded-figures-1,962.5,12633,FAIL,1,3,figures_grounded: 6/27 figures located in data/raw_ocr/Seekonk2026.txt,open,
Scituate2023,ungrounded-figures-1,962.2,16022,FAIL,1,1,figures_grounded: 18/30 figures located in data/raw_ocr/Scituate2023.txt,open,
Georgetown2021,ungrounded-figures-1,960.2,6571,FAIL,1,2,figures_grounded: 13/28 figures located in data/markdown/Georgetown2021.md,open,
Ludlow2026,ungrounded-figures-1,959.9,15738,FAIL,1,1,figures_grounded: 35/86 figures located in data/raw_ocr/Ludlow2026.txt,open,
Sudbury2021,ungrounded-names-2,957.8,13715,FAIL,1,2,names_grounded: 17/19 names located in data/raw_ocr/Sudbury2021.txt,open,
Grafton2025,ungrounded-figures-1,955.6,15224,FAIL,1,1,figures_grounded: 0/24 figures located in data/markdown/Grafton2025.md,open,
Uxbridge2024,ungrounded-figures-1,951.9,11669,FAIL,1,2,figures_grounded: 177/189 figures located in data/markdown/Uxbridge2024.md,open,
Somerset2025,ungrounded-names-2,951.3,14730,FAIL,1,1,names_grounded: 36/37 names located in data/markdown/Somerset2025.md,open,
Northborough2023,ungrounded-figures-1,950.4,11536,FAIL,1,2,figures_grounded: 5/25 figures located in data/raw_ocr/Northborough2023.txt,open,
Seekonk2021,ungrounded-figures-1,947.1,11255,FAIL,1,2,figures_grounded: 25/26 figures located in data/markdown/Seekonk2021.md,open,
Oxford2026,ungrounded-figures-1,945.2,11094,FAIL,1,2,figures_grounded: 6/20 figures located in data/raw_ocr/Oxford2026.txt,open,
Millbury2026,ungrounded-figures-1,944.2,11016,FAIL,1,2,figures_grounded: 14/38 figures located in data/raw_ocr/Millbury2026.txt,open,
Westborough2026,ungrounded-names-2,943.9,13907,FAIL,1,1,names_grounded: 12/13 names located in data/raw_ocr/Westborough2026.txt,open,
Uxbridge2022,ungrounded-figures-1,943.7,10971,FAIL,1,2,figures_grounded: 117/118 figures located in data/markdown/Uxbridge2022.md,open,
Concord2024,ungrounded-figures-1,943.0,13811,FAIL,1,1,figures_grounded: 6/17 figures located in data/markdown/Concord2024.md,open,
Fairhaven2025,ungrounded-figures-1,940.3,13526,FAIL,1,1,figures_grounded: 27/28 figures located in data/markdown/Fairhaven2025.md,open,
Worthington2024,ungrounded-figures-1,939.8,1004,FAIL,1,3,figures_grounded: 1/3 figures located in data/raw_ocr/Worthington2024.txt,open,
Sharon2021,ungrounded-figures-1,938.4,13327,FAIL,1,1,figures_grounded: 23/36 figures located in data/markdown/Sharon2021.md,open,
Westborough2021,ungrounded-figures-1,937.5,13235,FAIL,1,1,figures_grounded: 25/28 figures located in data/markdown/Westborough2021.md,open,
Hopkinton2025,ungrounded-figures-1,936.9,13169,FAIL,1,1,figures_grounded: 43/47 figures located in data/markdown/Hopkinton2025.md,open,
Wilbraham2026,ungrounded-figures-1,936.8,11691,FAIL,1,2,figures_grounded: 9/32 figures located in data/raw_ocr/Wilbraham2026.txt,open,
Bedford2022,ungrounded-figures-1,936.7,10408,FAIL,1,2,figures_grounded: 14/16 figures located in data/markdown/Bedford2022.md,open,
Ashland2025,ungrounded-names-2,934.6,12944,FAIL,1,1,names_grounded: 12/13 names located in data/markdown/Ashland2025.md,open,
Duxbury2022,ungrounded-figures-1,933.9,12869,FAIL,1,1,figures_grounded: 23/35 figures located in data/markdown/Duxbury2022.md,open,
Duxbury2021,ungrounded-figures-1,933.8,12864,FAIL,1,1,figures_grounded: 18/27 figures located in data/markdown/Duxbury2021.md,open,
Chesterfield2021,ungrounded-figures-1,933.5,970,FAIL,1,3,figures_grounded: 8/9 figures located in data/markdown/Chesterfield2021.md,open,
Charlton2022,ungrounded-figures-1,933.2,10139,FAIL,1,2,figures_grounded: 27/29 figures located in data/markdown/Charlton2022.md,open,
Harwich2022,ungrounded-figures-1,932.7,11327,FAIL,1,2,figures_grounded: 12/18 figures located in data/markdown/Harwich2022.md,open,
Raynham2024,ungrounded-figures-1,932.1,12694,FAIL,1,1,figures_grounded: 22/26 figures located in data/markdown/Raynham2024.md,open,
NorthAdams2025,ungrounded-figures-1,931.8,10036,FAIL,1,2,figures_grounded: 10/30 figures located in data/markdown/NorthAdams2025.md,open,
Ashland2024,ungrounded-figures-1,931.7,12656,FAIL,1,1,figures_grounded: 21/22 figures located in data/markdown/Ashland2024.md,open,
Nantucket2025,ungrounded-figures-1,931.4,10007,FAIL,1,2,figures_grounded: 4/20 figures located in data/markdown/Nantucket2025.md,open,
Belchertown2026,ungrounded-figures-1,931.3,12611,FAIL,1,1,figures_grounded: 19/27 figures located in data/raw_ocr/Belchertown2026.txt,open,
Charlton2021,ungrounded-figures-1,930.8,9961,FAIL,1,2,figures_grounded: 30/32 figures located in data/markdown/Charlton2021.md,open,
NorthReading2024,ungrounded-figures-1,930.2,12512,FAIL,1,1,figures_grounded: 19/20 figures located in data/markdown/NorthReading2024.md,open,
Nantucket2024,ungrounded-figures-1,930.0,9903,FAIL,1,2,figures_grounded: 11/17 figures located in data/markdown/Nantucket2024.md,open,
Bellingham2023,ungrounded-figures-1,928.7,12367,FAIL,1,1,figures_grounded: 16/17 figures located in data/markdown/Bellingham2023.md,open,
Lakeville2024,ungrounded-figures-2,928.3,9773,FAIL,1,2,figures_grounded: 20/37 figures located in data/markdown/Lakeville2024.md,open,
Auburn2021,ungrounded-names-2,927.2,12223,FAIL,1,1,names_grounded: 105/106 names located in data/markdown/Auburn2021.md,open,
NorthAdams2023,ungrounded-figures-2,925.2,9549,FAIL,1,2,figures_grounded: 6/17 figures located in data/markdown/NorthAdams2023.md,open,
Nantucket2023,ungrounded-figures-2,924.8,9521,FAIL,1,2,figures_grounded: 4/17 figures located in data/markdown/Nantucket2023.md,open,
Hanover2025,ungrounded-figures-2,923.9,11910,FAIL,1,1,figures_grounded: 13/33 figures located in data/markdown/Hanover2025.md,open,
Hanover2024,ungrounded-figures-2,923.4,11868,FAIL,1,1,figures_grounded: 8/25 figures located in data/markdown/Hanover2024.md,open,
Nantucket2022,ungrounded-figures-2,922.9,9389,FAIL,1,2,figures_grounded: 7/15 figures located in data/markdown/Nantucket2022.md,open,
Kingston2026,ungrounded-figures-2,921.4,11689,FAIL,1,1,figures_grounded: 50/51 figures located in data/raw_ocr/Kingston2026.txt,open,
Ipswich2026,ungrounded-figures-2,921.3,11677,FAIL,1,1,figures_grounded: 4/20 figures located in data/raw_ocr/Ipswich2026.txt,open,
Uxbridge2025,ungrounded-figures-2,920.5,11607,FAIL,1,1,figures_grounded: 148/152 figures located in data/markdown/Uxbridge2025.md,open,
NorthAdams2021,ungrounded-figures-2,919.9,9176,FAIL,1,2,figures_grounded: 2/16 figures located in data/markdown/NorthAdams2021.md,open,
Hull2023,ungrounded-figures-2,915.6,8888,FAIL,1,2,figures_grounded: 12/21 figures located in data/markdown/Hull2023.md,open,
Lakeville2021,ungrounded-figures-2,915.3,8868,FAIL,1,3,figures_grounded: 41/42 figures located in data/markdown/Lakeville2021.md,open,
Holliston2021,ungrounded-names-2,914.0,11036,FAIL,1,1,names_grounded: 18/19 names located in data/markdown/Holliston2021.md,open,
EastBridgewater2023,ungrounded-figures-2,912.4,10897,FAIL,1,1,figures_grounded: 4/18 figures located in data/raw_ocr/EastBridgewater2023.txt,open,
Charlton2024,ungrounded-figures-2,911.9,10858,FAIL,1,1,figures_grounded: 42/43 figures located in data/markdown/Charlton2024.md,open,
Edgartown2024,ungrounded-figures-2,910.0,4243,FAIL,1,10,figures_grounded: 9/38 figures located in data/raw_ocr/Edgartown2024.txt,open,
Lakeville2023,ungrounded-figures-2,907.5,9347,FAIL,1,2,figures_grounded: 43/44 figures located in data/markdown/Lakeville2023.md,open,
Medway2023,ungrounded-names-2,906.5,10413,FAIL,1,1,names_grounded: 14/15 names located in data/markdown/Medway2023.md,open,
Lakeville2022,ungrounded-figures-2,904.8,9161,FAIL,1,2,figures_grounded: 29/38 figures located in data/markdown/Lakeville2022.md,open,
Brewster2025,ungrounded-figures-2,901.4,8927,FAIL,1,2,figures_grounded: 36/38 figures located in data/raw_ocr/Brewster2025.txt,open,
Groton2025,ungrounded-figures-2,901.0,8898,FAIL,1,2,figures_grounded: 49/53 figures located in data/markdown/Groton2025.md,open,
