municipality,year,election_date,registered,basis
Pelham,2024,2024-05-14,1060,interpolated
Pelham,2025,2025-05-13,1043,carried
Pelham,2026,2026-05-12,1043,carried
Pembroke,2021,2021-06-26,14351,interpolated
Pembroke,2022,2022-05-14,14266,interpolated
Pembroke,2023,2023-05-13,14252,interpolated
Pembroke,2024,2024-05-18,14659,interpolated
Pembroke,2025,2025-05-17,15006,carried
Pembroke,2026,2026-05-16,15006,carried
Pepperell,2021,2021-04-26,8810,interpolated
Pepperell,2022,2022-04-25,8935,interpolated
Pepperell,2023,2023-04-24,8832,interpolated
Pepperell,2024,2024-04-22,9269,interpolated
Pepperell,2025,2025-04-28,9656,carried
Pepperell,2026,2026-04-27,9656,carried
Peru,2021,2021-06-12,677,interpolated
Peru,2022,2022-06-11,673,interpolated
Peru,2023,2023-06-10,664,interpolated
Peru,2024,2024-06-08,672,interpolated
Peru,2025,2025-06-14,687,carried
Peru,2026,2026-06-13,687,carried
Petersham,2021,2021-05-17,1012,interpolated
Petersham,2022,2022-03-07,1031,interpolated
Petersham,2023,2023-03-06,1045,snapshot
Petersham,2024,2024-03-18,1076,snapshot
Petersham,2025,2025-03-03,1115,snapshot
Petersham,2026,2026-04-06,1115,carried
Phillipston,2021,2021-05-17,1300,interpolated
Phillipston,2022,2022-05-16,1320,interpolated
Phillipston,2023,2023-05-15,1341,interpolated
Phillipston,2024,2024-05-06,1409,interpolated
Phillipston,2025,2025-05-19,1450,carried
Phillipston,2026,2026-05-18,1450,carried
Pittsfield,2021,2021-11-02,29251,interpolated
Pittsfield,2023,2023-11-07,30743,interpolated
Pittsfield,2025,2025-11-04,31284,carried
Plainfield,2021,2021-05-01,496,interpolated
Plainfield,2022,2022-05-07,519,interpolated
Plainfield,2023,2023-05-06,530,interpolated
Plainfield,2024,2024-05-04,543,interpolated
Plainfield,2025,2025-05-03,545,carried
Plainfield,2026,2026-05-02,545,carried
Plainville,2021,2021-04-05,6998,interpolated
Plainville,2022,2022-04-04,7128,interpolated
Plainville,2023,2023-04-03,7221,interpolated
Plainville,2024,2024-04-01,7591,snapshot
Plainville,2025,2025-04-07,7464,carried
Plainville,2026,2026-04-06,7464,carried
Plymouth,2021,2021-05-15,46977,interpolated
Plymouth,2022,2022-05-21,48974,interpolated
Plymouth,2023,2023-05-20,49329,interpolated
Plymouth,2024,2024-05-18,51741,interpolated
Plymouth,2025,2025-05-17,52276,carried
Plymouth,2026,2026-05-16,52276,carried
Plympton,2021,2021-05-15,2360,interpolated
Plympton,2022,2022-05-21,2388,interpolated
Plympton,2023,2023-05-20,2434,interpolated
Plympton,2024,2024-05-18,2524,interpolated
Plympton,2025,2025-05-17,2539,carried
Plympton,2026,2026-05-16,2539,carried
Princeton,2021,2021-05-10,2956,interpolated
Princeton,2022,2022-05-09,3050,interpolated
Princeton,2023,2023-05-08,3073,interpolated
Princeton,2024,2024-05-13,3115,interpolated
Princeton,2025,2025-05-12,3179,carried
Princeton,2026,2026-05-11,3179,carried
Provincetown,2021,2021-05-11,3174,interpolated
Provincetown,2022,2022-05-10,3341,interpolated
Provincetown,2023,2023-05-09,3430,interpolated
Provincetown,2024,2024-05-14,3474,interpolated
Provincetown,2025,2025-05-13,3456,carried
Provincetown,2026,2026-05-12,3456,carried
Quincy,2021,2021-11-02,64565,interpolated
Quincy,2023,2023-11-07,64136,interpolated
Quincy,2025,2025-11-04,67869,carried
Randolph,2021,2021-11-02,23204,interpolated
Randolph,2023,2023-11-07,23850,interpolated
Randolph,2025,2025-11-04,24245,carried
Raynham,2021,2021-04-24,12040,interpolated
Raynham,2022,2022-04-23,12121,interpolated
Raynham,2023,2023-04-22,12302,interpolated
Raynham,2024,2024-04-27,12694,interpolated
Raynham,2025,2025-04-26,13016,carried
Raynham,2026,2026-04-25,13016,carried
Reading,2021,2021-04-06,20509,interpolated
Reading,2022,2022-04-05,20192,interpolated
Reading,2023,2023-04-04,20326,interpolated
Reading,2024,2024-03-05,20647,snapshot
Reading,2025,2025-04-08,21156,carried
Reading,2026,2026-04-07,21156,carried
Rehoboth,2021,2021-04-06,9797,interpolated
Rehoboth,2022,2022-04-05,9988,interpolated
Rehoboth,2023,2023-04-04,10263,interpolated
Rehoboth,2024,2024-04-02,10728,snapshot
Rehoboth,2025,2025-04-01,10805,carried
Rehoboth,2026,2026-04-07,10805,carried
Revere,2021,2021-11-02,29348,interpolated
Revere,2023,2023-11-07,30708,interpolated
Revere,2025,2025-11-04,30224,carried
Richmond,2021,2021-05-22,1254,interpolated
Richmond,2022,2022-05-21,1277,interpolated
Richmond,2023,2023-05-20,1288,interpolated
Richmond,2024,2024-05-16,1310,interpolated
Richmond,2025,2025-05-22,1324,carried
Richmond,2026,2026-05-21,1324,carried
Rochester,2021,2021-05-26,4672,interpolated
Rochester,2022,2022-05-25,4712,interpolated
Rochester,2023,2023-05-24,4718,interpolated
Rochester,2024,2024-05-22,4876,interpolated
Rochester,2025,2025-05-28,4854,carried
Rochester,2026,2026-05-27,4854,carried
Rockland,2021,2021-04-12,12574,interpolated
Rockland,2022,2022-04-09,12657,interpolated
Rockland,2023,2023-04-09,12657,interpolated
Rockland,2024,2024-04-13,12946,snapshot
Rockland,2025,2025-04-12,13410,carried
Rockland,2026,2026-04-11,13410,carried
Rockport,2021,2021-06-22,6068,interpolated
Rockport,2022,2022-05-10,6113,interpolated
Rockport,2023,2023-05-09,6118,interpolated
Rockport,2024,2024-05-07,6338,interpolated
Rockport,2025,2025-05-13,6247,carried
Rockport,2026,2026-05-19,6247,carried
Rowe,2021,2021-05-15,316,interpolated
Rowe,2022,2022-05-14,324,interpolated
Rowe,2023,2023-05-13,325,interpolated
Rowe,2024,2024-05-18,324,interpolated
Rowe,2025,2025-05-17,327,carried
Rowe,2026,2026-05-16,327,carried
Rowley,2021,2021-05-11,5097,interpolated
Rowley,2022,2022-05-10,5035,interpolated
Rowley,2023,2023-05-09,4902,interpolated
Rowley,2024,2024-05-14,5010,interpolated
Rowley,2025,2025-05-13,4998,carried
Rowley,2026,2026-05-12,4998,carried
Royalston,2021,2021-04-05,1002,interpolated
Royalston,2022,2022-04-04,1029,interpolated
Royalston,2023,2023-04-03,1065,interpolated
Royalston,2024,2024-04-01,1100,snapshot
Royalston,2025,2025-04-07,1140,carried
Royalston,2026,2026-04-06,1140,carried
Russell,2021,2021-06-07,1241,interpolated
Russell,2022,2022-06-26,1288,interpolated
Russell,2024,2024-06-03,1319,interpolated
Russell,2025,2025-06-02,1347,carried
Russell,2026,2026-06-01,1347,carried
Rutland,2021,2021-05-10,6836,interpolated
Rutland,2022,2022-05-09,6983,interpolated
Rutland,2023,2023-05-08,7100,interpolated
Rutland,2024,2024-05-13,7435,interpolated
Rutland,2025,2025-05-12,7531,carried
Rutland,2026,2026-05-11,7531,carried
Salem,2021,2021-11-02,32183,interpolated
Salem,2023,2023-05-16,32796,interpolated
Salem,2025,2025-11-04,35403,carried
Salisbury,2021,2021-05-11,7155,interpolated
Salisbury,2022,2022-05-10,7205,interpolated
Salisbury,2023,2023-05-09,7245,interpolated
Salisbury,2024,2024-05-14,7592,interpolated
Salisbury,2025,2025-05-13,7689,carried
Salisbury,2026,2026-05-12,7689,carried
Sandisfield,2021,2021-05-17,640,interpolated
Sandisfield,2022,2022-05-16,647,interpolated
Sandisfield,2023,2023-05-13,659,interpolated
Sandisfield,2024,2024-05-20,689,interpolated
Sandisfield,2025,2025-05-19,700,carried
Sandisfield,2026,2026-05-18,700,carried
Sandwich,2021,2021-05-06,16728,interpolated
Sandwich,2022,2022-05-05,16826,interpolated
Sandwich,2023,2023-05-04,16890,interpolated
Sandwich,2024,2024-05-09,17170,interpolated
Sandwich,2025,2025-05-08,17598,carried
Sandwich,2026,2026-05-07,17598,carried
Saugus,2021,2021-11-02,20407,interpolated
Saugus,2023,2023-11-07,21496,interpolated
Saugus,2025,2025-11-04,22373,carried
Savoy,2023,2023-05-17,551,interpolated
Savoy,2024,2024-05-15,570,interpolated
Savoy,2025,2025-05-14,577,carried
Savoy,2026,2026-05-20,577,carried
Scituate,2021,2021-05-22,15491,interpolated
Scituate,2022,2022-05-21,15786,interpolated
Scituate,2023,2023-05-20,16022,interpolated
Scituate,2024,2024-05-18,16428,interpolated
Scituate,2025,2025-05-31,16574,carried
Scituate,2026,2026-06-06,16574,carried
Seekonk,2021,2021-04-05,11255,interpolated
Seekonk,2022,2022-11-08,11509,snapshot
Seekonk,2023,2023-04-03,11492,interpolated
Seekonk,2024,2024-04-01,11953,snapshot
Seekonk,2025,2025-04-07,12633,carried
Seekonk,2026,2026-04-06,12633,carried
Sharon,2021,2021-05-18,13327,interpolated
Sharon,2022,2022-05-17,13263,interpolated
Sharon,2023,2023-05-16,13357,interpolated
Sharon,2024,2024-05-21,13822,interpolated
Sharon,2025,2025-05-20,13610,carried
Sharon,2026,2026-05-21,13610,carried
Sheffield,2021,2021-05-10,2531,interpolated
Sheffield,2022,2022-05-09,2566,interpolated
Sheffield,2024,2024-05-13,2651,interpolated
Sheffield,2025,2025-05-12,2717,carried
Sheffield,2026,2026-05-11,2717,carried
Shelburne,2021,2021-06-28,1447,interpolated
Shelburne,2022,2022-06-14,1441,interpolated
Shelburne,2023,2023-05-16,1423,interpolated
Shelburne,2024,2024-05-21,1506,interpolated
Shelburne,2025,2025-05-20,1555,carried
Shelburne,2026,2026-05-20,1555,carried
Sherborn,2021,2021-06-15,3314,interpolated
Sherborn,2022,2022-05-10,3328,interpolated
Sherborn,2023,2023-05-09,3268,interpolated
Sherborn,2024,2024-05-14,3332,interpolated
Sherborn,2025,2025-05-13,3317,carried
Sherborn,2026,2026-05-12,3317,carried
Shirley,2021,2021-05-04,4334,interpolated
Shirley,2022,2022-05-03,4410,interpolated
Shirley,2023,2023-05-02,4392,interpolated
Shirley,2024,2024-05-07,4570,interpolated
Shirley,2025,2025-05-06,4743,carried
Shirley,2026,2026-05-05,4743,carried
Shrewsbury,2021,2021-05-04,24930,interpolated
Shrewsbury,2022,2022-05-03,25474,interpolated
Shrewsbury,2023,2023-05-02,25436,interpolated
Shrewsbury,2024,2024-05-07,26359,interpolated
Shrewsbury,2025,2025-05-06,26351,carried
Shrewsbury,2026,2026-05-05,26351,carried
Shutesbury,2021,2021-06-12,1489,interpolated
Shutesbury,2022,2022-05-21,1514,interpolated
Shutesbury,2023,2023-06-03,1509,interpolated
Shutesbury,2024,2024-06-03,1541,interpolated
Shutesbury,2025,2025-04-26,1562,carried
Shutesbury,2026,2026-05-09,1562,carried
Somerset,2021,2021-04-12,13498,interpolated
Somerset,2022,2022-04-11,13806,interpolated
Somerset,2023,2023-04-10,13991,interpolated
Somerset,2024,2024-04-08,14585,snapshot
Somerset,2025,2025-04-14,14730,carried
Somerset,2026,2026-04-13,14730,carried
Somerville,2021,2021-11-02,56509,interpolated
Somerville,2023,2023-11-07,53894,interpolated
Somerville,2025,2025-11-04,51622,carried
South Hadley,2021,2021-04-13,12050,interpolated
South Hadley,2022,2022-04-12,12201,interpolated
South Hadley,2023,2023-04-18,12467,interpolated
South Hadley,2024,2024-03-05,12864,snapshot
South Hadley,2025,2025-04-08,13365,carried
South Hadley,2026,2026-04-14,13365,carried
Southampton,2021,2021-06-22,4805,interpolated
Southampton,2022,2022-05-17,4776,interpolated
Southampton,2023,2023-05-16,4750,interpolated
Southampton,2024,2024-05-21,4916,interpolated
Southampton,2025,2025-05-20,5062,carried
Southampton,2026,2026-05-19,5062,carried
Southborough,2021,2021-05-11,7608,interpolated
Southborough,2022,2022-05-10,7498,interpolated
Southborough,2023,2023-05-09,7444,interpolated
Southborough,2024,2024-05-14,7607,interpolated
Southborough,2025,2025-05-13,7538,carried
Southborough,2026,2026-05-12,7538,carried
Southbridge,2021,2021-06-08,12243,interpolated
Southbridge,2022,2022-06-14,12291,interpolated
Southbridge,2023,2023-06-13,12935,interpolated
Southbridge,2024,2024-06-11,14080,interpolated
Southbridge,2025,2025-06-10,14738,carried
Southbridge,2026,2026-06-09,14738,carried
Southwick,2021,2021-05-11,7370,interpolated
Southwick,2022,2022-05-10,7351,interpolated
Southwick,2023,2023-05-09,7308,interpolated
Southwick,2024,2024-05-14,7726,interpolated
Southwick,2025,2025-05-13,7677,carried
Southwick,2026,2026-05-12,7677,carried
Spencer,2021,2021-05-11,8527,interpolated
Spencer,2022,2022-05-10,8573,interpolated
Spencer,2023,2023-05-09,8836,interpolated
Spencer,2024,2024-05-14,9397,interpolated
Spencer,2025,2025-05-13,9740,carried
Spencer,2026,2026-05-12,9740,carried
Springfield,2021,2021-11-02,111075,interpolated
Springfield,2023,2023-11-07,115669,interpolated
Springfield,2025,2025-11-04,118827,carried
Sterling,2021,2021-06-21,6420,interpolated
Sterling,2022,2022-05-09,6474,interpolated
Sterling,2023,2023-05-08,6328,interpolated
Sterling,2024,2024-05-13,6644,interpolated
Sterling,2025,2025-05-12,6854,carried
Sterling,2026,2026-05-11,6854,carried
Stockbridge,2021,2021-05-18,1628,interpolated
Stockbridge,2022,2022-05-17,1662,interpolated
Stockbridge,2023,2023-05-16,1658,interpolated
Stockbridge,2024,2024-05-21,1692,interpolated
Stockbridge,2025,2025-05-20,1669,carried
Stoneham,2021,2021-04-06,17234,interpolated
Stoneham,2022,2022-04-05,17480,interpolated
Stoneham,2023,2023-04-04,17800,interpolated
Stoneham,2024,2024-04-02,18160,snapshot
Stoneham,2025,2025-04-01,17810,carried
Stoneham,2026,2026-04-07,17810,carried
Stoughton,2021,2021-04-06,20899,interpolated
Stoughton,2022,2022-04-05,21289,interpolated
Stoughton,2023,2023-04-04,21701,interpolated
Stoughton,2024,2024-04-02,22458,snapshot
Stoughton,2025,2025-04-08,23250,carried
Stoughton,2026,2026-04-07,23250,carried
Stow,2021,2021-05-08,5586,interpolated
Stow,2022,2022-05-21,5610,interpolated
Stow,2023,2023-05-20,5589,interpolated
Stow,2024,2024-05-18,5661,interpolated
Stow,2025,2025-05-17,5678,carried
Stow,2026,2026-05-16,5678,carried
Sturbridge,2021,2021-04-12,6999,interpolated
Sturbridge,2022,2022-04-11,7158,interpolated
Sturbridge,2023,2023-04-10,7167,interpolated
Sturbridge,2024,2024-04-08,7400,snapshot
Sturbridge,2025,2025-04-14,7844,carried
Sturbridge,2026,2026-04-13,7844,carried
Sudbury,2021,2021-03-29,13715,interpolated
Sudbury,2022,2022-03-28,13702,interpolated
Sudbury,2023,2023-03-27,13521,interpolated
Sudbury,2024,2024-03-25,14042,snapshot
Sudbury,2025,2025-03-31,14346,carried
Sudbury,2026,2026-03-30,14346,carried
Sunderland,2021,2021-05-01,2440,interpolated
Sunderland,2022,2022-05-07,2457,interpolated
Sunderland,2023,2023-05-06,2365,interpolated
Sunderland,2024,2024-05-04,2514,interpolated
Sunderland,2025,2025-05-03,2476,carried
Sunderland,2026,2026-05-02,2476,carried
Sutton,2021,2021-05-25,7574,interpolated
Sutton,2022,2022-05-24,7645,interpolated
Sutton,2023,2023-05-23,7473,interpolated
Sutton,2024,2024-05-28,7756,interpolated
Sutton,2025,2025-05-27,7923,carried
Sutton,2026,2026-05-26,7923,carried
Swampscott,2021,2021-04-27,11820,interpolated
Swampscott,2022,2022-04-26,11857,interpolated
Swampscott,2023,2023-04-25,11872,interpolated
Swampscott,2024,2024-04-30,12288,interpolated
Swampscott,2025,2025-04-29,12640,carried
Swampscott,2026,2026-04-28,12640,carried
Swansea,2021,2021-04-12,12874,interpolated
Swansea,2022,2022-04-11,12939,interpolated
Swansea,2023,2023-04-10,12852,interpolated
Swansea,2024,2024-04-08,13027,snapshot
Swansea,2025,2025-04-14,13763,carried
Swansea,2026,2026-04-14,13763,carried
Taunton,2021,2021-11-02,37307,interpolated
Taunton,2023,2023-11-07,40921,interpolated
Taunton,2025,2025-11-04,42300,carried
Templeton,2021,2021-05-17,5676,interpolated
Templeton,2022,2022-05-11,5792,interpolated
Templeton,2023,2023-05-15,5986,interpolated
Templeton,2024,2024-05-20,6335,interpolated
Templeton,2025,2025-05-19,6434,carried
Templeton,2026,2026-05-18,6434,carried
Tewksbury,2021,2021-04-10,23533,interpolated
Tewksbury,2022,2022-04-02,23979,interpolated
Tewksbury,2023,2023-04-01,23811,interpolated
Tewksbury,2024,2024-04-06,24663,snapshot
Tewksbury,2025,2025-04-05,25806,carried
Tewksbury,2026,2026-04-11,25806,carried
Tisbury,2021,2021-06-22,3597,interpolated
Tisbury,2022,2022-05-24,3703,interpolated
Tisbury,2023,2023-05-09,3704,interpolated
Tisbury,2024,2024-06-11,3795,interpolated
Tisbury,2025,2025-05-13,3796,carried
Tisbury,2026,2026-05-12,3796,carried
Tolland,2022,2022-05-24,384,interpolated
Tolland,2023,2023-05-23,392,interpolated
Tolland,2024,2024-05-21,402,interpolated
Tolland,2025,2025-06-03,412,carried
Tolland,2026,2026-06-02,412,carried
Topsfield,2021,2021-05-20,5120,interpolated
Topsfield,2022,2022-05-05,5063,interpolated
Topsfield,2023,2023-05-04,5037,interpolated
Topsfield,2024,2024-05-09,5126,interpolated
Topsfield,2025,2025-05-08,5188,carried
Topsfield,2026,2026-05-07,5188,carried
Townsend,2021,2021-04-26,6874,interpolated
Townsend,2022,2022-04-25,6923,interpolated
Townsend,2023,2023-04-24,6886,interpolated
Townsend,2024,2024-04-22,7173,interpolated
Townsend,2025,2025-04-28,7219,carried
Townsend,2026,2026-04-27,7219,carried
Truro,2021,2021-06-29,2039,interpolated
Truro,2022,2022-05-10,2095,interpolated
Truro,2023,2023-05-09,2184,interpolated
Truro,2024,2024-05-29,2299,interpolated
Truro,2025,2025-05-13,2303,carried
Truro,2026,2026-05-19,2303,carried
Tyngsborough,2021,2021-06-15,9465,interpolated
Tyngsborough,2022,2022-05-17,9740,interpolated
Tyngsborough,2023,2023-05-16,9779,interpolated
Tyngsborough,2024,2024-05-21,10253,interpolated
Tyngsborough,2025,2025-05-20,10587,carried
Tyngsborough,2026,2026-05-19,10587,carried
Tyringham,2021,2021-05-17,358,interpolated
Tyringham,2022,2022-05-16,359,interpolated
Tyringham,2023,2023-05-15,370,interpolated
Tyringham,2024,2024-05-20,369,interpolated
Tyringham,2025,2025-05-19,373,carried
Tyringham,2026,2026-05-18,373,carried
Upton,2021,2021-05-11,6134,interpolated
Upton,2022,2022-05-10,6227,interpolated
Upton,2023,2023-05-09,6332,interpolated
Upton,2024,2024-05-07,6595,interpolated
Upton,2025,2025-05-06,6657,carried
Upton,2026,2026-05-12,6657,carried
Uxbridge,2021,2021-05-25,10681,interpolated
Uxbridge,2022,2022-05-24,10971,interpolated
Uxbridge,2023,2023-05-23,11031,interpolated
Uxbridge,2024,2024-05-21,11669,interpolated
Uxbridge,2025,2025-05-20,11607,carried
Uxbridge,2026,2026-05-19,11607,carried
Wakefield,2021,2021-04-27,19730,interpolated
Wakefield,2022,2022-04-26,19592,interpolated
Wakefield,2023,2023-04-25,19390,interpolated
Wakefield,2024,2024-04-23,20051,interpolated
Wakefield,2025,2025-04-22,20783,carried
Wakefield,2026,2026-04-28,20783,carried
Wales,2021,2021-05-26,1377,interpolated
Wales,2022,2022-05-25,1423,interpolated
Wales,2023,2023-05-24,1406,interpolated
Wales,2024,2024-05-22,1482,interpolated
Wales,2025,2025-05-28,1542,carried
Wales,2026,2026-05-27,1542,carried
Walpole,2021,2021-06-05,18820,interpolated
Walpole,2022,2022-03-09,19030,interpolated
Walpole,2023,2023-06-03,19333,interpolated
Walpole,2024,2024-06-01,20114,interpolated
Walpole,2025,2025-05-20,19426,carried
Walpole,2026,2026-05-19,19426,carried
Waltham,2021,2021-11-02,35218,interpolated
Waltham,2023,2023-11-07,36023,interpolated
Waltham,2025,2025-11-04,37965,carried
Ware,2021,2021-04-12,6908,interpolated
Ware,2022,2022-04-11,7137,interpolated
Ware,2023,2023-04-10,7274,interpolated
Ware,2024,2024-04-08,7743,snapshot
Ware,2025,2025-04-14,7986,carried
Wareham,2021,2021-05-04,17508,interpolated
Wareham,2022,2022-05-03,17976,interpolated
Wareham,2023,2023-05-02,17993,interpolated
Wareham,2024,2024-05-07,19044,interpolated
Wareham,2025,2025-05-06,19969,carried
Wareham,2026,2026-05-05,19969,carried
Warren,2021,2021-05-04,3479,interpolated
Warren,2023,2023-05-02,3698,interpolated
Warren,2025,2025-05-06,4122,carried
Warren,2026,2026-05-05,4122,carried
Warwick,2021,2021-05-17,625,interpolated
Warwick,2022,2022-05-16,648,interpolated
Warwick,2023,2023-05-15,657,interpolated
Warwick,2024,2024-05-20,680,interpolated
Warwick,2025,2025-05-19,700,carried
Warwick,2026,2026-05-18,700,carried
Washington,2021,2021-05-15,424,interpolated
Washington,2022,2022-05-21,414,interpolated
Washington,2023,2023-05-20,401,interpolated
Washington,2024,2024-05-18,415,interpolated
Washington,2025,2025-05-17,431,carried
Washington,2026,2026-05-16,431,carried
Watertown,2021,2021-11-02,25110,interpolated
Watertown,2023,2023-11-07,25267,interpolated
Watertown,2025,2025-11-04,23373,carried
Wayland,2021,2021-05-11,10720,interpolated
Wayland,2022,2022-05-10,10558,interpolated
Wayland,2023,2023-04-25,10372,interpolated
Wayland,2024,2024-05-07,10626,interpolated
Wayland,2025,2025-04-01,10548,carried
Wayland,2026,2026-04-28,10548,carried
Webster,2021,2021-05-03,12322,interpolated
Webster,2022,2022-05-02,12541,interpolated
Webster,2023,2023-05-01,12460,interpolated
Webster,2024,2024-05-06,13330,interpolated
Webster,2025,2025-05-05,13738,carried
Webster,2026,2026-05-04,13738,carried
Wellesley,2021,2021-03-02,19491,snapshot
Wellesley,2022,2022-03-01,19376,interpolated
Wellesley,2023,2023-03-07,18744,snapshot
Wellesley,2024,2024-03-05,19341,snapshot
Wellesley,2025,2025-03-04,19456,snapshot
Wellesley,2026,2026-03-03,19456,carried
Wellfleet,2021,2021-06-30,3008,interpolated
Wellfleet,2022,2022-05-02,3054,interpolated
Wellfleet,2023,2023-05-01,3090,interpolated
Wellfleet,2024,2024-04-29,3185,interpolated
Wellfleet,2025,2025-05-05,3189,carried
Wellfleet,2026,2026-05-19,3189,carried
Wendell,2021,2021-05-03,739,interpolated
Wendell,2022,2022-05-02,738,interpolated
Wendell,2023,2023-05-01,733,interpolated
Wendell,2024,2024-05-06,761,interpolated
Wendell,2025,2025-05-05,776,carried
Wendell,2026,2026-05-04,776,carried
Wenham,2021,2021-05-06,2928,interpolated
Wenham,2022,2022-04-07,2965,interpolated
Wenham,2023,2023-04-06,2995,interpolated
Wenham,2024,2024-04-11,3026,snapshot
Wenham,2025,2025-04-10,3040,carried
Wenham,2026,2026-04-16,3040,carried
West Boylston,2021,2021-06-01,5681,interpolated
West Boylston,2022,2022-06-07,5583,interpolated
West Boylston,2023,2023-06-06,5707,interpolated
West Boylston,2024,2024-06-04,5961,interpolated
West Boylston,2025,2025-06-03,5744,carried
West Boylston,2026,2026-06-02,5744,carried
West Bridgewater,2021,2021-04-10,5544,interpolated
West Bridgewater,2022,2022-04-09,5643,interpolated
West Bridgewater,2023,2023-04-08,5671,interpolated
West Bridgewater,2024,2024-04-13,5933,snapshot
West Bridgewater,2025,2025-04-12,5998,carried
West Bridgewater,2026,2026-04-11,5998,carried
West Brookfield,2021,2021-05-04,2885,interpolated
West Brookfield,2023,2023-05-02,2940,interpolated
West Brookfield,2024,2024-05-07,3098,interpolated
West Brookfield,2025,2025-05-07,3197,carried
West Brookfield,2026,2026-05-05,3197,carried
West Newbury,2021,2021-05-03,3716,interpolated
West Newbury,2022,2022-05-01,3712,interpolated
West Newbury,2023,2023-05-01,3719,interpolated
West Newbury,2024,2024-05-06,3822,interpolated
West Newbury,2025,2025-05-05,3785,carried
West Newbury,2026,2026-05-04,3785,carried
West Springfield,2021,2021-11-02,18766,interpolated
West Springfield,2023,2023-11-07,20132,interpolated
West Springfield,2025,2025-11-04,20194,carried
West Stockbridge,2021,2021-05-10,1161,interpolated
West Stockbridge,2022,2022-05-09,1179,interpolated
West Stockbridge,2023,2023-05-08,1184,interpolated
West Stockbridge,2024,2024-05-13,1149,interpolated
West Stockbridge,2025,2025-05-12,1167,carried
West Stockbridge,2026,2026-05-11,1167,carried
West Tisbury,2021,2021-04-15,2682,interpolated
West Tisbury,2022,2022-04-14,2750,interpolated
West Tisbury,2023,2023-04-13,2731,interpolated
West Tisbury,2024,2024-04-11,2724,snapshot
West Tisbury,2025,2025-04-10,2735,carried
West Tisbury,2026,2026-04-16,2735,carried
Westborough,2021,2021-03-02,13235,snapshot
Westborough,2022,2022-03-08,13236,interpolated
Westborough,2023,2023-03-14,13312,snapshot
Westborough,2024,2024-03-12,13816,snapshot
Westborough,2025,2025-03-11,13907,snapshot
Westborough,2026,2026-03-10,13907,carried
Westfield,2021,2021-11-02,26683,interpolated
Westfield,2023,2023-11-07,27874,interpolated
Westfield,2025,2025-11-04,28224,carried
Westford,2021,2021-05-04,18195,interpolated
Westford,2022,2022-05-03,18094,interpolated
Westford,2023,2023-05-02,18249,interpolated
Westford,2024,2024-05-07,18956,interpolated
Westford,2025,2025-05-06,19397,carried
Westford,2026,2026-05-05,19397,carried
Westhampton,2021,2021-06-05,1315,interpolated
Westhampton,2022,2022-06-04,1322,interpolated
Westhampton,2023,2023-06-03,1342,interpolated
Westhampton,2024,2024-06-01,1405,interpolated
Westhampton,2025,2025-06-07,1446,carried
Westhampton,2026,2026-06-06,1446,carried
Westminster,2021,2021-04-27,6364,interpolated
Westminster,2022,2022-04-26,6464,interpolated
Westminster,2023,2023-04-25,6561,interpolated
Westminster,2024,2024-04-30,6833,interpolated
Westminster,2025,2025-04-29,6804,carried
Westminster,2026,2026-04-28,6804,carried
Weston,2021,2021-05-08,8458,interpolated
Weston,2022,2022-05-07,8551,interpolated
Weston,2023,2023-05-06,8496,interpolated
Weston,2024,2024-05-04,8616,interpolated
Weston,2025,2025-05-03,8471,carried
Weston,2026,2026-05-02,8471,carried
Westport,2021,2021-04-13,13255,interpolated
Westport,2022,2022-04-12,13473,interpolated
Westport,2023,2023-04-11,13840,interpolated
Westport,2024,2024-04-09,14319,snapshot
Westport,2025,2025-04-08,14655,carried
Westport,2026,2026-04-14,14655,carried
Westwood,2021,2021-04-28,11920,interpolated
Westwood,2022,2022-04-26,11938,interpolated
Westwood,2023,2023-04-25,11918,interpolated
Westwood,2024,2024-04-30,12302,interpolated
Westwood,2025,2025-04-29,12398,carried
Westwood,2026,2026-04-28,12398,carried
Weymouth,2021,2021-11-02,39870,interpolated
Weymouth,2023,2023-11-07,41405,interpolated
Weymouth,2025,2025-11-04,43221,carried
Whately,2021,2021-06-08,1231,interpolated
Whately,2022,2022-06-14,1249,interpolated
Whately,2023,2023-06-13,1254,interpolated
Whately,2024,2024-06-11,1278,interpolated
Whately,2025,2025-06-10,1301,carried
Whately,2026,2026-04-28,1301,carried
Whitman,2021,2021-05-15,10923,interpolated
Whitman,2022,2022-05-21,11174,interpolated
Whitman,2023,2023-05-20,11225,interpolated
Whitman,2024,2024-05-18,11772,interpolated
Whitman,2025,2025-05-17,11930,carried
Whitman,2026,2026-05-16,11930,carried
Wilbraham,2021,2021-05-15,11042,interpolated
Wilbraham,2022,2022-05-21,11220,interpolated
Wilbraham,2023,2023-05-20,11272,interpolated
Wilbraham,2024,2024-05-18,11766,interpolated
Wilbraham,2025,2025-05-17,11691,carried
Wilbraham,2026,2026-05-16,11691,carried
Williamsburg,2021,2021-05-03,2056,interpolated
Williamsburg,2022,2022-05-02,2078,interpolated
Williamsburg,2023,2023-05-01,2071,interpolated
Williamsburg,2024,2024-05-06,2160,interpolated
Williamsburg,2025,2025-05-05,2165,carried
Williamsburg,2026,2026-05-04,2165,carried
Williamstown,2021,2021-05-11,4864,interpolated
Williamstown,2022,2022-05-10,4962,interpolated
Williamstown,2023,2023-05-09,4968,interpolated
Williamstown,2024,2024-05-15,4939,interpolated
