town,town_norm,community_type,governing_body,board,doctype,year,verdict,url,npages,topic_pages,textfile,status,chars
Westford,westford,MBTA adjacent,,,,,CONFIRMED,https://www.westfordma.gov/DocumentCenter/View/14362,32,"1,2,4,5,6,7,8,10,11,12,14,15,16,17,18,19,20,27,30,31",C:\Users\Owner\Documents\muni-harvest\scratch\mbtac_text\westford__1278f353b3d5.txt,OK,20303
Westford,westford,MBTA adjacent,,,,,CONFIRMED,https://www.westfordma.gov/DocumentCenter/View/14369,1,1,C:\Users\Owner\Documents\muni-harvest\scratch\mbtac_text\westford__99b7b6895554.txt,OK,2399
West Newbury,westnewbury,MBTA adjacent,,,,,CONFIRMED,https://www.wnewbury.org/DocumentCenter/View/2048/Preadoptionreviewapplicationformbtacommunities-Submission,11,"1,3,4,5,6,8,9,11",C:\Users\Owner\Documents\muni-harvest\scratch\mbtac_text\westnewbury__3fe539889416.txt,OK,22525
West Newbury,westnewbury,MBTA adjacent,,,,,CONFIRMED,https://www.wnewbury.org/DocumentCenter/View/290/Optional-MBTA-Communities-Multi-Family-Overlay-District,39,"1,3,4,6,36,38,39",C:\Users\Owner\Documents\muni-harvest\scratch\mbtac_text\westnewbury__cfd53240217b.txt,OK,21476
West Newbury,westnewbury,MBTA adjacent,,,,2023,CONFIRMED,https://www.wnewbury.org/DocumentCenter/View/1887/Revision-to-Section-3a-Compliance-Guidelines-August-17-2023-Clean,18,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",C:\Users\Owner\Documents\muni-harvest\scratch\mbtac_text\westnewbury__783c59404633.txt,OK,54725
West Newbury,westnewbury,MBTA adjacent,,,,2023,CONFIRMED,https://www.wnewbury.org/DocumentCenter/View/5629,2,"1,2",C:\Users\Owner\Documents\muni-harvest\scratch\mbtac_text\westnewbury__7b2ce9db7581.txt,OK,1447
Weston,weston,subway or light rail,,zoning,,,CONFIRMED,https://www.westonma.gov/1884/3A-MBTA-Multifamily-Zoning,0,1,C:\Users\Owner\Documents\muni-harvest\scratch\mbtac_text\weston__bce7fd277111.txt,OK,16401
Weymouth,weymouth,bus,,city_council,report,,PROBABLE,https://ma-weymouth.civicplus.com/DocumentCenter/View/1501/Opioid-Recovery-and-Remediation-Fund-Advisory-Council-Report,6,3,C:\Users\Owner\Documents\muni-harvest\scratch\mbtac_text\weymouth__cd205b46d6dc.txt,OK,7899
Winthrop,winthrop,subway or light rail,,,,,CONFIRMED,https://ma-winthrop.civicplus.com/586/MBTA-Community-Section-3A-Program,0,1,C:\Users\Owner\Documents\muni-harvest\scratch\mbtac_text\winthrop__242b4edd8188.txt,OK,12810
Winthrop,winthrop,subway or light rail,,,,,CONFIRMED,https://winthropma.gov/586/MBTA-Community-Section-3A-Program,0,1,C:\Users\Owner\Documents\muni-harvest\scratch\mbtac_text\winthrop__d9dd294c5251.txt,OK,12810
Winthrop,winthrop,subway or light rail,,,,2024,CONFIRMED,https://winthroptranscript.com/2024/03/30/winthrop-hosts-meeting-on-mbta-communities-act/,0,1,C:\Users\Owner\Documents\muni-harvest\scratch\mbtac_text\winthrop__e0886c314c2d.txt,OK,11266
Winthrop,winthrop,subway or light rail,,,,2025,CONFIRMED,https://www.winthropma.gov/DocumentCenter/View/1936/ActionPlanforMBTACommunities2025_Submission_Winthrop-2-12-25,7,"1,3,4,5,6,7",C:\Users\Owner\Documents\muni-harvest\scratch\mbtac_text\winthrop__ab71e2af3c4a.txt,OK,12102
Winthrop,winthrop,subway or light rail,,city_council,,2024,CONFIRMED,https://winthroptranscript.com/2024/02/22/council-continues-discussion-of-mbta-3a-zoning/,0,1,C:\Users\Owner\Documents\muni-harvest\scratch\mbtac_text\winthrop__4a729ef7c076.txt,OK,11038
Winthrop,winthrop,subway or light rail,,zoning,,,CONFIRMED,https://www.winthropma.gov/DocumentCenter/View/1937/MBTA-Communities-Draft-Zoning-Overlay-Districts---Winthrop,9,"1,2,3,4,5,6,7,8,9",C:\Users\Owner\Documents\muni-harvest\scratch\mbtac_text\winthrop__874c94a88c88.txt,OK,20608
Winthrop,winthrop,subway or light rail,,zoning,,2024,CONFIRMED,https://winthroptranscript.com/2024/01/27/consultant-reviews-mbta-3a-zoning-work/,0,1,C:\Users\Owner\Documents\muni-harvest\scratch\mbtac_text\winthrop__48ee79e630e8.txt,OK,13998
Wrentham,wrentham,MBTA adjacent,,,,,CONFIRMED,https://www.wrentham.gov/DocumentCenter/View/3045/Ex-30-MBTA-Community-Engagement-Handouts-PDF?bidId=,16,"2,8,9,10,15",C:\Users\Owner\Documents\muni-harvest\scratch\mbtac_text\wrentham__210aac903eed.txt,OK,8873
Westborough,westborough,commuter rail,,town_meeting,minutes,2024,CONFIRMED,https://ma-westborough.civicplus.com/DocumentCenter/View/3189,57,"41,42,46,47",C:\Users\Owner\Documents\muni-harvest\scratch\mbtac_text\westborough__60863eecde41.txt,OK,33546
