stem,office,action,was,becomes,reason
Sterling2019,DEPARTMENT OF PUBLIC WORKS BOARD (3yrs),figure summed from its precincts,,0,"row 'Total Write-ins' reads [0, 0] across its precincts; 35 rows in this record close against their own breakdown, so the columns are precincts"
Sterling2019,2 seats for LIBRARY TRUSTEES (3yrs),figure summed from its precincts,,0,"row 'Total Write-ins' reads [0, 0] across its precincts; 35 rows in this record close against their own breakdown, so the columns are precincts"
Sterling2020,PLANNING BOARD (3yrs),figure summed from its precincts,,0,"row 'Total Write-ins' reads [0, 0] across its precincts; 38 rows in this record close against their own breakdown, so the columns are precincts"
Sterling2020,TOWN MODERATOR (1yr),figure summed from its precincts,,0,"row 'Total Write-ins' reads [0, 0] across its precincts; 38 rows in this record close against their own breakdown, so the columns are precincts"
Sterling2020,BOARD OF LIBRARY TRUSTEES (3yrs),fix seat count,1,2,"marks 750 are exactly 2x the ballot count 375; seats recorded as 1, source marked"
Sudbury2014,MODERATOR: For One Year,duplicate row removed,1,,row 'Blanks' duplicated the printed total 1556
Sudbury2014,SELECTMAN: For Three Years,duplicate row removed,1,,row 'Blanks' duplicated the printed total 1450
Sudbury2014,TAX COLLECTOR: For Three Years,duplicate row removed,1,,row 'Blanks' duplicated the printed total 1626
Sudbury2014,TREASURER: For Three Years,duplicate row removed,1,,row 'Blanks' duplicated the printed total 1552
Sudbury2014,TOWN CLERK: For Three Years,duplicate row removed,1,,row 'Blanks' duplicated the printed total 1624
Sudbury2014,BOARD OF HEALTH: For Three Years,duplicate row removed,1,,row 'Blanks' duplicated the printed total 1494
Sudbury2014,PLANNING BOARD: For Five Years,duplicate row removed,1,,row 'Blanks' duplicated the printed total 1452
Sudbury2014,SUDBURY SCHOOL COMMITTEE: For Three Years,duplicate row removed,1,,row 'Blanks' duplicated the printed total 1407
Sudbury2014,HIGHWAY COMMISSION: For Three Years,duplicate row removed,1,,row 'Blanks' duplicated the printed total 1345
Sudbury2014,SUDBURY HOUSING AUTHORITY: For Five Years,duplicate row removed,1,,row 'Blanks' duplicated the printed total 1304
Templeton2012,MODERATOR 1 Yr.,residual row closed against the printed total,,0,the printed total 1642 less the 1642 read on the other rows; the blank row is 'Write-ins'
Templeton2012,COMMUNITY PRESERV. COMM. 3 Yrs.,residual row closed against the printed total,,0,the printed total 1642 less the 1642 read on the other rows; the blank row is 'Write-ins'
Templeton2012,NRSD-TEMPLETON 3 Yrs. (vote for 2),residual row closed against the printed total,,0,the printed total 3284 less the 3284 read on the other rows; the blank row is 'Write-ins'
Templeton2018,Question 1 Public Safety,ballot question moved to `questions`,,,"rows are 'Blanks', 'Yes', 'No' -- a question, not an office"
Templeton2018,Question 2 Police Station,ballot question moved to `questions`,,,"rows are 'Blanks', 'Yes', 'No' -- a question, not an office"
Tisbury2020,For SELECTMAN (1 for 3yrs),report seat count,1,3,marks are exactly 3x ballots but the page is quoted as printing 1 seats: '(1 for 3yrs)'
Topsfield2007,Library Trustee (Three Years),report seat count,1,2,marks are exactly 2x ballots but the page is quoted as printing 1 seats: 'Library Trustee (Three Years)'
Topsfield2008,School Committee (Three Years),report seat count,1,2,marks are exactly 2x ballots but the page is quoted as printing 1 seats: 'School Committee (Three Years)'
Topsfield2008,Library Trustee (Three Years),report seat count,1,2,marks are exactly 2x ballots but the page is quoted as printing 1 seats: 'Library Trustee (Three Years)'
Topsfield2008,Planning Board (Three Years),report seat count,1,2,marks are exactly 2x ballots but the page is quoted as printing 1 seats: 'Planning Board (Three Years)'
Topsfield2009,Selectman (Three Years),fix seat count,1,2,"marks 1800 are exactly 2x the ballot count 900; seats recorded as 1, source marked"
Topsfield2010,Library Trustee (Three Years),report seat count,1,2,marks are exactly 2x ballots but the page is quoted as printing 1 seats: 'Library Trustee (Three Years)'
Topsfield2010,Planning Board (Three Years),report seat count,1,2,marks are exactly 2x ballots but the page is quoted as printing 1 seats: 'Planning Board (Three Years)'
Topsfield2011,SELECTMAN,fix seat count,1,2,"marks 2496 are exactly 2x the ballot count 1248; seats recorded as 1, source derived"
Topsfield2011,SCHOOL COMMITTEE,fix seat count,1,2,"marks 2496 are exactly 2x the ballot count 1248; seats recorded as 1, source derived"
Topsfield2011,MASCONOMET REGIONAL DISTRICT SCHOOL COMMITTEE,fix seat count,1,2,"marks 2496 are exactly 2x the ballot count 1248; seats recorded as 1, source derived"
Topsfield2012,LIBRARY TRUSTEE,fix seat count,1,2,"marks 1198 are exactly 2x the ballot count 599; seats recorded as 1, source derived"
Topsfield2013,LIBRARY TRUSTEE,fix seat count,1,2,"marks 2068 are exactly 2x the ballot count 1034; seats recorded as 1, source marked"
Topsfield2013,PLANNING BOARD,fix seat count,1,2,"marks 2068 are exactly 2x the ballot count 1034; seats recorded as 1, source marked"
Topsfield2013,SCHOOL COMMITTEE,fix seat count,1,2,"marks 2068 are exactly 2x the ballot count 1034; seats recorded as 1, source marked"
Topsfield2014,LIBRARY TRUSTEE,fix seat count,1,2,"marks 2258 are exactly 2x the ballot count 1129; seats recorded as 1, source derived"
Topsfield2016,"Selectman, Three Years",residual row closed against the printed total,,0,the printed total 1508 less the 1508 read on the other rows; the blank row is 'Write-ins'
Truro2016,"SELECTMAN, Three Years",fix seat count,1,2,"marks 1004 are exactly 2x the ballot count 502; seats recorded as 1, source marked"
Tyngsborough2011,Constable,fix seat count,1,2,"marks 2586 are exactly 2x the ballot count 1293; seats recorded as 1, source derived"
Tyngsborough2018,Board of Health (2),duplicate row removed,2,,row 'Patricia Pitts' duplicated the printed total 2238
Tyringham2018,Selectmen,residual row closed against the printed total,,0,the printed total 61 less the 61 read on the other rows; the blank row is 'Write-In'
Tyringham2018,Moderator,residual row closed against the printed total,,0,the printed total 61 less the 61 read on the other rows; the blank row is 'Write-In'
Tyringham2018,Assessor,residual row closed against the printed total,,0,the printed total 61 less the 61 read on the other rows; the blank row is 'Write-In'
Tyringham2018,Cemetery Commission,residual row closed against the printed total,,0,the printed total 61 less the 61 read on the other rows; the blank row is 'Write-In'
Tyringham2018,Library Trustee (3yr),residual row closed against the printed total,,0,the printed total 61 less the 61 read on the other rows; the blank row is 'Write-In'
Tyringham2018,Park Commission,residual row closed against the printed total,,0,the printed total 61 less the 61 read on the other rows; the blank row is 'Write-In'
Tyringham2018,Planning Board,residual row closed against the printed total,,0,the printed total 61 less the 61 read on the other rows; the blank row is 'Write-In'
Tyringham2018,School Committee,residual row closed against the printed total,,0,the printed total 61 less the 61 read on the other rows; the blank row is 'Write-In'
Walpole2016,Question #1,ballot question moved to `questions`,,,"rows are 'Blanks', 'Yes', 'No' -- a question, not an office"
Wareham2018,ASSESSOR (3 YEARS),fix seat count,1,2,"marks 2956 are exactly 2x the ballot count 1478; seats recorded as 1, source derived"
Wayland2018,QUESTION NO. 1,ballot question moved to `questions`,,,"rows are 'Blanks', 'Yes', 'No' -- a question, not an office"
Wayland2018,QUESTION NO. 2,ballot question moved to `questions`,,,"rows are 'Blanks', 'Yes', 'No' -- a question, not an office"
Wayland2018,QUESTION NO. 3,ballot question moved to `questions`,,,"rows are 'Blanks', 'Yes', 'No' -- a question, not an office"
WestBrookfield2009,LIBRARY TRUSTEE 3 YEARS VOTE FOR ONE,report seat count,1,2,marks are exactly 2x ballots but the page is quoted as printing 1 seats: 'VOTE FOR ONE'
WestBrookfield2009,QUABOAG REGIONAL DISTRICT SCHOOL COMMITTEE SCHOOL COMMITTEE ,report seat count,2,4,marks are exactly 4x ballots but the page is quoted as printing 2 seats: 'The two candidates with the highest vote totals in each town will be elected'
WestBrookfield2011,QUABOAG REGIONAL DISTRICT SCHOOL COMMITTEE SCHOOL COMMITTEE ,fix seat count,2,4,"marks 1200 are exactly 4x the ballot count 300; seats recorded as 2, source derived"
WestBrookfield2014,LIBRARY TRUSTEE 3 YEARS VOTE FOR TWO,report seat count,2,3,marks are exactly 3x ballots but the page is quoted as printing 2 seats: '3 YEARS VOTE FOR TWO'
WestBrookfield2016,QUABOAG REGIONAL DISTRICT SCHOOL COMMITTEE SCHOOL COMMITTEE ,report seat count,2,4,marks are exactly 4x ballots but the page is quoted as printing 2 seats: 'The two candidates with the highest vote totals in each town will be elected'
WestTisbury2009,QUESTION 1 (Town Clerk Appointed),ballot question moved to `questions`,,,"rows are 'Blanks', 'YES', 'NO' -- a question, not an office"
Westminster2010,Planning Board-3 years,fix seat count,1,2,"marks 398 are exactly 2x the ballot count 199; seats recorded as 1, source derived"
Westminster2010,Regional School Committee-Westminster-3 years,fix seat count,1,2,"marks 398 are exactly 2x the ballot count 199; seats recorded as 1, source derived"
Westminster2010,Regional School Committee-Ashburnham-3 years,fix seat count,1,2,"marks 398 are exactly 2x the ballot count 199; seats recorded as 1, source derived"
Westminster2013,Regional School Committee-Westminster -3 years,fix seat count,1,2,"marks 2222 are exactly 2x the ballot count 1111; seats recorded as 1, source derived"
Westminster2013,Regional School Committee-Ashurnham -3 years,fix seat count,1,2,"marks 2222 are exactly 2x the ballot count 1111; seats recorded as 1, source derived"
Westport2006,Landing Commissioner - Three Years,fix seat count,1,2,"marks 4884 are exactly 2x the ballot count 2442; seats recorded as 1, source derived"
Westport2007,Trustees Of Free Public Library - Three Years,fix seat count,1,2,"marks 3762 are exactly 2x the ballot count 1881; seats recorded as 1, source marked"
Westport2009,Landing Commissioner - Three Years,fix seat count,1,2,"marks 5446 are exactly 2x the ballot count 2723; seats recorded as 1, source derived"
Westport2011,Selectman - Three Years,report seat count,1,2,marks are exactly 2x ballots but the page is quoted as printing 1 seats: 'Selectman - Three Years'
Westport2012,Selectman - Three Years,report seat count,1,2,marks are exactly 2x ballots but the page is quoted as printing 1 seats: 'One Selectmen'
Westport2012,Landing Commissioner - Three Years,report seat count,1,2,marks are exactly 2x ballots but the page is quoted as printing 1 seats: 'One Landing Commissioner'
Westport2015,Trustee Of Free Public Library - Three Years,fix seat count,1,2,"marks 6110 are exactly 2x the ballot count 3055; seats recorded as 1, source derived"
Westport2015,Landing Commissioner - Three Years,fix seat count,1,2,"marks 6110 are exactly 2x the ballot count 3055; seats recorded as 1, source derived"
Westport2018,Question 1 – Cease Animal Excise,ballot question moved to `questions`,,,"rows are 'Yes', 'No', 'Blanks' -- a question, not an office"
Westport2018,Trustee Of Free Public Library - Three Years,report seat count,1,2,marks are exactly 2x ballots but the page is quoted as printing 1 seats: 'Trustee Of Free Public Library - Three Years'
Westport2018,Landing Commissioner - Three Years,report seat count,1,2,marks are exactly 2x ballots but the page is quoted as printing 1 seats: 'Landing Commissioner - Three Years'
Westport2019,Trustee of Free Public Library – Three years,fix seat count,1,2,"marks 3574 are exactly 2x the ballot count 1787; seats recorded as 1, source derived"
Whitman2011,"QUESTION #1 $500,000 OVERRIDE",ballot question moved to `questions`,,,"rows are 'BLANKS', 'YES', 'NO' -- a question, not an office"
Winchester2011,QUESTION 1,ballot question moved to `questions`,,,"rows are 'Blanks', 'QUESTION 1 - YES', 'QUESTION 1 - NO' -- a question, not an office"
Yarmouth2010,QUESTION 1 Exempt Debt for various project,ballot question moved to `questions`,,,"rows are 'Yes', 'No', 'Blanks' -- a question, not an office"
Yarmouth2010,"QUESTION 2 Override for school $952,810.00",ballot question moved to `questions`,,,"rows are 'Yes', 'No', 'Blanks' -- a question, not an office"
Yarmouth2010,"QUESTION 3 Override for school $1,552,810.00",ballot question moved to `questions`,,,"rows are 'Yes', 'No', 'Blanks' -- a question, not an office"
Yarmouth2010,"QUESTION 4 Override $950,000.for various departments",ballot question moved to `questions`,,,"rows are 'Yes', 'No', 'Blanks' -- a question, not an office"
Yarmouth2010,SELECTMAN 3 Years,fix seat count,1,2,"marks 9950 are exactly 2x the ballot count 4975; seats recorded as 1, source marked"
